sigma,x,y,theta,w
0.3,11.616944102160831,18.981915713339728,3.2208520238825193,0.43348063265219305
0.3,6.07736365753823,18.37153970667617,2.7646669073292425,0.9984384434981907
0.3,6.699502120536271,14.697571787724089,-2.5610129349255675,0.9875179642467704
0.3,15.158592366484807,16.544647315744694,3.033339294008878,0.9797634769825008
0.3,12.297922690492388,15.817333503038002,2.5126341074050034,0.7356378175633548
0.3,4.518778641502811,3.8594064038375384,2.4768927439791044,0.9100670736563468
0.3,5.816173175948977,4.204870845930112,2.7978300858020875,0.9889998347954624
0.3,6.670926743450826,4.161358432865059,2.602196369241729,0.9992883066164326
0.3,10.376093899834645,18.909924004740834,3.127501337961261,0.8389973187431579
0.3,8.562634331362563,1.7847461187821287,2.928092378674583,0.8440363945555656
0.3,13.686507723203386,13.784773124944108,2.425246617192066,0.9057482053720175
0.3,6.2301346779762445,1.7448622598482157,2.682366966623676,0.9503608544955084
0.3,10.942751623416418,2.1070904628003135,3.197997271422164,0.2892744475745383
0.3,11.08698260578073,16.991998100905374,2.8509502906056667,0.9870200438466026
0.3,14.121852481208554,15.296515772943918,3.109467161549582,0.785957632013298
0.3,12.14102898976538,17.07435100264807,2.924478772560442,0.9040057683223316
0.3,11.916740913261155,15.275094502872316,2.5551961056511043,0.9861001245018675
0.3,9.641262552805287,15.95474977808374,2.755882240944527,0.8073293284621508
0.3,6.7074138723075905,18.59095103907549,2.7165230291894655,0.4612411988026346
0.3,6.977005415978249,18.382577997328806,2.760060423772936,0.994002138744241
0.3,13.582328834400604,12.465357604912821,2.388593464566083,0.6428698068098827
0.3,15.02028299567332,16.168317240524626,2.90402230655935,0.8220718456419936
0.3,10.258023055843644,14.158905601909215,2.7018789036415947,0.8073078367786123
0.3,19.779330023693454,13.396696398606132,-3.3750451585479597,0.6308016647414185
0.3,6.289541708961429,19.157995275464774,2.9386020906661443,0.5673475265566946
0.3,9.71537827336924,3.409330956425372,2.9978703441399945,0.6625890963154242
0.3,7.801887358459287,3.274613796009889,2.7002916782702076,0.9970557125508942
0.3,9.383114026805899,14.247637720540459,2.5559097558962947,0.9986793744054749
0.3,8.214985947426552,6.4389166885551985,2.872778906168543,0.9966340733162659
0.3,7.873991304555598,3.3333118361333267,2.410132877449163,0.38204356461974176
0.3,5.264082883191129,7.996979933788944,2.5511056283000086,0.926678683452716
0.3,7.423917211416583,15.675184372731588,-1.6871568948686844,0.0007307292413661626
0.3,3.3700928938523247,15.494591178509982,-2.034387688308822,0.38829049910711083
0.3,15.644823156377415,16.261286437795025,2.8374349602960276,0.9874503330761012
0.3,8.94287898660746,14.926020306032472,2.5762069477782594,0.027193851770892914
0.3,9.108198181856736,13.918428797370519,2.9093211070103786,0.6918226531190957
0.3,6.684603328776108,2.494805850460941,2.5891269512224886,0.9003104161323385
0.3,7.633441442504946,0.7773103540677336,2.997051508576077,0.9997538735303476
0.3,4.582456562298798,3.9782445654558063,2.7822998352789483,0.5808477864312253
0.3,10.886814396707058,17.44966430976956,2.664327862927146,0.9596888625463997
